filename,Ca,K,Mn,N,P,S,Zn
Healthy_228e2afd-54a4-4097-8489-916c608361a9___JR_HL-7690_JPG.rf.05c87134e0bad2b5e1a0df91d910de46.jpg,0,0,0,0,0,0,0
Healthy_7a4be7ca-f56e-483e-b4e3-cf5ed0759a42___JR_HL-8078_JPG.rf.57644d75aef441585298f22480dc0ede.jpg,0,0,0,0,0,0,0
Mn_P_701d7213-d2ab-4797-8709-102c69d7ab5d___JR_B-Spot-3312_flipTB_JPG.rf.16fa31063d19d36998cbb8f1320278c8.jpg,0,0,1,0,1,0,0
Mn_P_e825c445-4b5b-4642-8d83-6db23c5d8348___JR_B-Spot-3341_180deg_JPG.rf.dd5f32db045898838c5e16c854f80e28.jpg,0,0,1,0,1,0,0
Healthy_489667ae-bca0-4e52-819f-2e04be3ae8cd___JR_HL-8726_JPG.rf.b09ae59eaa84264a7e3eeec7789bf035.jpg,0,0,0,0,0,0,0
K_Mn_5d3a800b-58ed-41f4-ad9a-ad92217a5316___JR_B-Spot-9027_JPG.rf.aa832910c65db94a3b757d6f9d8f60c6.jpg,0,1,1,0,0,0,0
Mn_P_4495c311-4a29-4d3b-9805-e63ec24e805f___JR_B-Spot-9082_180deg_JPG.rf.39c3cfb011b59ba37aad0ef3bd88e1af.jpg,0,0,1,0,1,0,0
Healthy_105c1a83-1454-4b75-a174-4fa8443ff97f___JR_HL-8844_JPG.rf.ecfd4d8ded4eea09c6722c66262be11c.jpg,0,0,0,0,0,0,0
Mn_P_525555a6-c09c-4551-8b9d-d2a8050f474d___JR_B-Spot-3355_180deg_JPG.rf.78988852b07ab6ffdfc875f9e0979d7c.jpg,0,0,1,0,1,0,0
K_Mn_P_49df8e8e-ecbb-4a62-b417-16f662d67b09___JR_B-Spot-9042_flipTB_JPG.rf.d7a4dabdeacf418f9cf0350c8af5d66f.jpg,0,1,1,0,1,0,0
Healthy_1daf2391-f049-4e01-b229-ffd7c00a1b73___JR_HL-8119_newPixel25_JPG.rf.f92173440f7cef9e43e45096a6e2e001.jpg,0,0,0,0,0,0,0
Healthy_6a6a7f87-4efb-43c7-ae36-1f9db31246f2___JR_HL-7703_new30degFlipLR_JPG.rf.bfd7d976eb665547182986cf1e89111a.jpg,0,0,0,0,0,0,0
Mn_P_a50c5b48-03df-44af-8dac-62976376a4cd___JR_B-Spot-3247_flipTB_JPG.rf.0c12e1322f3075301fbae138d739cb75.jpg,0,0,1,0,1,0,0
Healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL-8247_flipTB_JPG.rf.075305c238d799320676705ef1470b7c.jpg,0,0,0,0,0,0,0
Mn_S_eac1d76c-1faf-4abb-b3f6-a4b2fff350d2___JR_B-Spot-3119_JPG.rf.c5826eccedc6aa638863d0da824b2f47.jpg,0,0,1,0,0,1,0
Mn_P_b3cb19d0-df9b-4705-ab26-40aafab8ecca___JR_B-Spot-3206_JPG.rf.45e84d73e75d822acca35f6b2f51d6ba.jpg,0,0,1,0,1,0,0
Mn_55d4d62f-ed27-4225-8245-c0e732a5a01b___JR_B-Spot-8959_flipTB_JPG.rf.17d23839eeb0f8d1b9b4c070848e943b.jpg,0,0,1,0,0,0,0
Healthy_4f770d4f-fd8b-4987-8a9b-e813e0c7a61b___JR_HL-8093_JPG.rf.ea8f088364cd26719b251c9bcdf9a115.jpg,0,0,0,0,0,0,0
Healthy_22066048-462c-4d8d-9b42-ef0cd0c632a9___JR_HL-8631_JPG.rf.af342749daa0ee1870b7afd281d6e6c7.jpg,0,0,0,0,0,0,0
Healthy_2bd72641-4eea-4cf4-99b4-37815f06f096___JR_HL-5984_180deg_JPG.rf.bcdce3d51685c61c3909ca0744031685.jpg,0,0,0,0,0,0,0
Healthy_3b5f6152-09c6-4458-8e7a-fb0b1ff43ee8___JR_HL-5851_JPG.rf.4066e43e1e35716b84ffcc71276a1da9.jpg,0,0,0,0,0,0,0
K_Mn_P_5577c999-dcb2-473a-8455-9972b4ff19ea___NREC_B-Spot-9205_180deg_JPG.rf.9e4cd702497701d121b6f061c7cf4180.jpg,0,1,1,0,1,0,0
Healthy_3306b49b-e3b3-4450-8609-ae44ab2b6593___bell-pepper-plant-61726_jpg.rf.91cd017019097fcd74d0da223f05106a.jpg,0,0,0,0,0,0,0
Healthy_03a4f6f6-9c17-4310-921b-5dbf97df630a___JR_HL-8571_flipTB_JPG.rf.ba8fa668a8f9a3d8fa4ea455a80c96f7.jpg,0,0,0,0,0,0,0
Ca_K_Mn_S_462d2266-b71d-4bd0-b1da-8bf71439f5cd___JR_B-Spot-3192_JPG.rf.14b41fc47ff4cf9593f97bd5248daa2e.jpg,1,1,1,0,0,1,0
Healthy_01482fdd-5dfd-4190-bbc0-6189a3161fae___JR_HL-7983_JPG.rf.44b16a197f94d23c3ac539d1af1fe01e.jpg,0,0,0,0,0,0,0
Healthy_37829073-ac95-4e17-a0d2-56bfb8358ebf___JR_HL-7819_JPG.rf.d4eca478f75a890bae9b89f3c0816e14.jpg,0,0,0,0,0,0,0
Healthy_03c966a7-ac9e-4c8e-965a-6c0e7289a0e8___JR_HL-8509_newPixel25_JPG.rf.7d6f63a3b65889e9aef99298f3bb4800.jpg,0,0,0,0,0,0,0
Mn_P_b32ea1b7-7bf8-451e-b47c-c0cf37bba3d5___NREC_B-Spot-1913_JPG.rf.1144acbebeeaacdc96f822803e74b7ef.jpg,0,0,1,0,1,0,0
Healthy_fb4468f7-1a89-496a-8953-32edb1ff775a___JR_HL-8888_JPG.rf.f100bf6e10776704e128381be702f984.jpg,0,0,0,0,0,0,0
Mn_b1c60a36-0aa1-4051-8dfe-db3ab7feeb39___JR_B-Spot-3406_flipTB_JPG.rf.ff97ae3dec76a4816afb96a463da79bc.jpg,0,0,1,0,0,0,0
K_P_47773ddb-e400-4a5d-87ec-ce711044c31e___NREC_B-Spot-9235_flipTB_JPG.rf.a9e0af5e464fe1db12dd055ce480dc8c.jpg,0,1,0,0,1,0,0
Mn_79b51b11-8ce2-4166-be8c-699522bacbd0___JR_B-Spot-8968_flipTB_JPG.rf.e666c4ce1b1ea830c87221b8b0c14dc8.jpg,0,0,1,0,0,0,0
Mn_ca536e69-ebc0-4a82-8bca-c074f9399885___JR_B-Spot-8986_JPG.rf.ebfbc16149db2e093d4bf09b590a6431.jpg,0,0,1,0,0,0,0
Mn_P_284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B-Spot-9074_JPG.rf.015536cec7c1281fd708ec2842294509.jpg,0,0,1,0,1,0,0
Mn_P_525555a6-c09c-4551-8b9d-d2a8050f474d___JR_B-Spot-3355_JPG.rf.a225739583b655450a3b642bf382ea47.jpg,0,0,1,0,1,0,0
Healthy_5ff24f92-0f5c-4702-b467-e4010a88ae54___JR_HL-7560_newPixel25_JPG.rf.2c9c7e45f6aad90035b8d0022267a3fa.jpg,0,0,0,0,0,0,0
Healthy_4a014d71-25aa-47f4-b7cf-37dfd777b246___JR_HL-8433_new30degFlipLR_JPG.rf.11ed38ecb05ee31e22d7b0fc2290b678.jpg,0,0,0,0,0,0,0
K_Mn_a326fc1a-66ff-4ca1-b19c-2ce6cb760cd9___JR_B-Spot-9011_JPG.rf.6511f174bdb01093c3c262e72fd0bce7.jpg,0,1,1,0,0,0,0
Mn_P_b12cadfe-7823-40f6-9c50-87e509c9dcf7___JR_B-Spot-3393_JPG.rf.cee3f2a5e623c576dea7339aec2fc65d.jpg,0,0,1,0,1,0,0
Mn_P_b34482ab-b18b-4d93-b3f6-9143a7e5c9b0___JR_B-Spot-3394_JPG.rf.cc99caf8c78160a0d943b5b02b36d1ab.jpg,0,0,1,0,1,0,0
Healthy_e1348ee1-863c-42c8-b007-ac8f50697f0d___JR_HL-7842_JPG.rf.f142f4bac99fe652b6653727151c654d.jpg,0,0,0,0,0,0,0
Mn_b27e9697-adcc-41bb-becb-7bc34bbf3cee___JR_B-Spot-3264_flipTB_JPG.rf.36dd07de47ac30b415356f1a2551d5a4.jpg,0,0,1,0,0,0,0
Healthy_be7c775f-b1d7-4a56-b815-afac3d69bd9e___JR_HL-7818_JPG.rf.1b12d30e5fad181f4ab5073dfd188f9f.jpg,0,0,0,0,0,0,0
Mn_P_4591498b-f2d2-4138-b603-8f734df28c1b___NREC_B-Spot-9063_180deg_JPG.rf.0743580798eac2704274b426db58e9e0.jpg,0,0,1,0,1,0,0
Healthy_fcdaf487-38c1-43b8-906e-127185976fe7___JR_HL-8784_JPG.rf.b644063fffecc652404bc0b996f5b9c1.jpg,0,0,0,0,0,0,0
Healthy_e027b3a9-1975-4a95-bc2b-10d361dd7ca2___JR_HL-8697_JPG.rf.d02f449a69399764f7049e5c3709f5c0.jpg,0,0,0,0,0,0,0
Healthy_e2181b5a-c576-48d9-8e03-ab8a9c6ff952___JR_HL-7812_JPG.rf.d0a3cc8d81ddf0bc976ab670e142a44e.jpg,0,0,0,0,0,0,0
Healthy_1b09df7a-eb13-4192-b211-900898ab21b4___JR_HL-8533_newPixel25_JPG.rf.b92b416baf1273f77adb3ef50b03349e.jpg,0,0,0,0,0,0,0
Healthy_5b415704-c5f6-4d94-9ab9-29340b7a3b8f___JR_HL-5971_flipTB_JPG.rf.9ea2f242d042e2163e5d23e14534bac4.jpg,0,0,0,0,0,0,0
Healthy_1aaaa11e-ec45-4d6d-ab7f-1d3ea053d14d___JR_HL-5937_flipTB_JPG.rf.e8d37e6f12308331b066ef3548e9a4b0.jpg,0,0,0,0,0,0,0
Healthy_79052190-9b72-4a0c-ae70-ac468d89b3fb___JR_HL-8150_JPG.rf.80d0328cd20a29e7f45247eec8f9ebf8.jpg,0,0,0,0,0,0,0
Ca_K_Mn_P_816dee9f-b43f-42da-b0c9-3fb8b29d511d___NREC_B-Spot-9182_JPG.rf.64b4707ae5bd71abebbad2b23fab3848.jpg,1,1,1,0,1,0,0
Healthy_4ea8bfc8-c0fb-4206-9630-171c91cd7bb3___JR_HL-7838_JPG.rf.888ba993e335898483c30bf119cd8f8b.jpg,0,0,0,0,0,0,0
Mn_P_b0d97a12-ed6a-41f0-9772-bb3b801e6041___NREC_B-Spot-9194_JPG.rf.5dbe8b15da286ea6b455dce145d46bd0.jpg,0,0,1,0,1,0,0
K_P_0f2b941b-cce2-46e1-a6e3-6924604e9926___NREC_B-Spot-9073_JPG.rf.06c18a72aca50a2c23e42ea8d8859e49.jpg,0,1,0,0,1,0,0
Healthy_1c159479-4972-41d3-a6ff-fbdb648d72c2___JR_HL-7575_JPG.rf.48a95177d9076dcf7c2bc143e3cd436b.jpg,0,0,0,0,0,0,0
Healthy_57670862-a23d-4305-b98d-b6d0aa05d723___JR_HL-8684_JPG.rf.fec7ee031eeb3e0ad23681e077cb5ade.jpg,0,0,0,0,0,0,0
Mn_S_32d3951c-8c10-4e8f-b35c-81f7de2513c7___JR_B-Spot-3112_JPG.rf.0b07f9028d4232bac44f5cfdaf7a2f10.jpg,0,0,1,0,0,1,0
Healthy_a92010a4-4148-40ca-bb7a-c7ae46df4d12___JR_HL-7982_JPG.rf.6f7c256e640784c6b361f7734435abf2.jpg,0,0,0,0,0,0,0
Healthy_2b0eaba8-5c38-4eb2-8629-7b967cfd2b20___JR_HL-8062_new30degFlipLR_JPG.rf.93ba8088b0bbbd272ef8d45941f1c238.jpg,0,0,0,0,0,0,0
Healthy_27036eec-40be-4b6c-b67d-9ef95b9794cf___JR_HL-8455_JPG.rf.d8b0dd6bb17ed4d81129d5fac246ef0a.jpg,0,0,0,0,0,0,0
Healthy_aa4f86b1-6314-47c2-9e62-39c52a2967ba___JR_HL-5819_JPG.rf.85b0461a9f9aa79bf6662f65cc680a3f.jpg,0,0,0,0,0,0,0
Healthy_08c9ab27-c1a4-4ccd-a179-ca6e2fa05d78___JR_HL-8769_JPG.rf.97490a8b32ce8403169e626cd1cb5b6a.jpg,0,0,0,0,0,0,0
Mn_6053bc44-28f5-48db-b21b-df8c16351222___JR_B-Spot-3173_180deg_JPG.rf.abeb8a4cc8bbe1381ecf0cd480eb30ba.jpg,0,0,1,0,0,0,0
Healthy_2d93ee5a-6562-49c4-82fd-f5fbc950f4df___JR_HL-5943_new30degFlipLR_JPG.rf.70142b1362387e0b8892e429aaf174eb.jpg,0,0,0,0,0,0,0
Healthy_2f2aa4d8-cb43-4745-8cac-7560829ba950___JR_HL-8020_newPixel25_JPG.rf.d0e8a6d762ba1486133332d262de4f5d.jpg,0,0,0,0,0,0,0
K_Mn_cfe02ced-6be9-4119-933f-75f95b88a940___JR_B-Spot-8838_180deg_JPG.rf.e98ed3068ce7e0a890140c35097f6576.jpg,0,1,1,0,0,0,0
Healthy_1e9de601-8ffb-42cd-b7ab-79b35f87acfc___JR_HL-8732_flipTB_JPG.rf.acce0bbbd273143f91ed84085f913c15.jpg,0,0,0,0,0,0,0
Healthy_883f2bb3-25d0-4c28-bcf0-f092fdcd4a0d___JR_HL-7685_JPG.rf.fca8bdde68f02704adfa2bb38a4fb87d.jpg,0,0,0,0,0,0,0
Mn_6053bc44-28f5-48db-b21b-df8c16351222___JR_B-Spot-3173_180deg_JPG.rf.e210c507912309360d4021986b2e25d9.jpg,0,0,1,0,0,0,0
Healthy_b0c38dd5-62ae-4579-8323-49d1969d7d15___JR_HL-7960_JPG.rf.68a2fb409716d6d54aa328362abe06a4.jpg,0,0,0,0,0,0,0
Healthy_ba49d658-9f89-4b8e-9cba-6f3ae0e03315___JR_HL-8220_JPG.rf.58dd8caef1e0202fe0c2c9b2cf730a5f.jpg,0,0,0,0,0,0,0
Healthy_1c41486f-bb0d-4808-b980-9fa4739f2ad3___JR_HL-8459_flipTB_JPG.rf.bc59fc1bcc2bc88b3ece197d0fde6bbe.jpg,0,0,0,0,0,0,0
K_Mn_Zn_8c7fe94d-5e80-4849-a92c-715d3aaf02a3___JR_B-Spot-3218_JPG.rf.f2e51054e8b82bd79bf5ea8aae1873dd.jpg,0,1,1,0,0,0,1
Healthy_3f257cf2-a8ad-4a82-8114-2d70fbdcbed9___JR_HL-8181_new30degFlipLR_JPG.rf.febf7b1e7b288f59069db25957cd8032.jpg,0,0,0,0,0,0,0
Mn_P_33952a4a-ef41-4eff-9a2a-35bbea1b6686___JR_B-Spot-3200_180deg_JPG.rf.be3192df49d8879a3b7f4bbc6e36e3c1.jpg,0,0,1,0,1,0,0
Healthy_ea518a46-a3d7-4d1c-972c-36a18bf92224___JR_HL-8323_JPG.rf.0a52a11a9ecb47d100cfcb7b8725226b.jpg,0,0,0,0,0,0,0
Mn_P_db56c75b-22ed-473b-91ce-814d78d38574___JR_B-Spot-3325_180deg_JPG.rf.8b5e185cee3191ab144fd4629b91747e.jpg,0,0,1,0,1,0,0
P_785a6edb-1d68-4fce-aa9f-2c8dbed92044___NREC_B-Spot-1822_flipTB_JPG.rf.5b19820cc5635f5cf66f01e1cb4e190c.jpg,0,0,0,0,1,0,0
K_Mn_P_948bc0e0-8552-426a-898f-270b9573c28f___NREC_B-Spot-9062_JPG.rf.cafc5877a807b89d0eb25b3b15d3df91.jpg,0,1,1,0,1,0,0
Healthy_4afe528f-0d52-41ba-8fe5-009b3548858c___JR_HL-7898_flipTB_JPG.rf.c7da669675e6a4ca16f9ab36efe37acd.jpg,0,0,0,0,0,0,0
Mn_4434e395-4f3d-435d-9101-ece6be005fd6___JR_B-Spot-8928_JPG.rf.da2242c4431864920225262e666e48fc.jpg,0,0,1,0,0,0,0
K_Mn_P_c93e971c-7419-410e-8ea3-7094610d11e0___NREC_B-Spot-9081_JPG.rf.f67e3563fde60102163fa439b80f4c8a.jpg,0,1,1,0,1,0,0
Mn_Zn_27388bbc-c768-427c-94d4-c195af364507___JR_B-Spot-8935_JPG.rf.690c9297813a94cb4c5584e7208a1f48.jpg,0,0,1,0,0,0,1
Healthy_5e948d45-8b24-4177-9713-bad1403aa105___JR_HL-7762_new30degFlipLR_JPG.rf.d1c2927930b06a3c31608937768225d4.jpg,0,0,0,0,0,0,0
Healthy_87483ac6-8115-4d93-82ad-fbcaeca4a688___JR_HL-8211_JPG.rf.9d390fc1e0cda4e69a34fe7b6c6a578f.jpg,0,0,0,0,0,0,0
Mn_424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B-Spot-9251_flipTB_JPG.rf.d1fad2da75a05d0c1719137597760117.jpg,0,0,1,0,0,0,0
Mn_d4639ccf-ba9b-42ee-a7ab-03e4272c4f9b___JR_B-Spot-3403_180deg_JPG.rf.a959cd415f8ef2d50b169007ec2256a3.jpg,0,0,1,0,0,0,0
Ca_K_0576dd21-3958-46a5-ab99-f9865371bd1a___NREC_B-Spot-1957_flipTB_JPG.rf.b54e1b5615572b8ffb5a01f3364718f5.jpg,1,1,0,0,0,0,0
Healthy_6ce25a21-b7c3-4351-93c3-db7a3246a421___JR_HL-7743_flipTB_JPG.rf.9b56522b19ca78d087058b1ab4921a72.jpg,0,0,0,0,0,0,0
Healthy_8f22c1c0-6cbe-4fa3-9fe1-2752685622d1___JR_HL-7570_JPG.rf.534e1cf17d7bbfc862aa1ad91648846a.jpg,0,0,0,0,0,0,0
Healthy_4a2df028-ffb3-4b00-a538-e69473c1101b___JR_HL-7567_flipTB_JPG.rf.f67a549be77619490b30147757ae4694.jpg,0,0,0,0,0,0,0
Mn_S_d93d572c-d016-4c57-a9b2-af77c3521405___JR_B-Spot-3336_180deg_JPG.rf.388b42ac13e11e05f853dfff9cbc45c2.jpg,0,0,1,0,0,1,0
Mn_P_eb07f29d-097e-42b3-8aaf-b9bd635eec1c___JR_B-Spot-3303_180deg_JPG.rf.12ab909bd5c21797bc7d3463b1599166.jpg,0,0,1,0,1,0,0
Mn_P_3233e1db-99e9-4107-8711-c8b28a8bfda1___JR_B-Spot-3165_flipTB_JPG.rf.a762ac5737d9e9887760922db029c92c.jpg,0,0,1,0,1,0,0
Mn_P_9184edd2-6056-4da1-aaeb-bc9dc92d5247___NREC_B-Spot-9155_flipTB_JPG.rf.51ff4631f18121e73424d2f758f1020c.jpg,0,0,1,0,1,0,0
K_Mn_P_475f941c-242c-42e1-9149-ace60e32b931___NREC_B-Spot-9208_180deg_JPG.rf.bc093674305be13007a6800f5e6c0166.jpg,0,1,1,0,1,0,0
Mn_P_e8e03ae2-a11f-4af1-879b-66d71af9ba13___NREC_B-Spot-1857_flipTB_JPG.rf.b64fef75eb225af5134e5ace96be6178.jpg,0,0,1,0,1,0,0
Healthy_76709325-888a-4972-b171-b78e3fb2bfe5___JR_HL-8036_JPG.rf.e965c248f893748eb00eb4ff871e7626.jpg,0,0,0,0,0,0,0
K_Mn_P_3fdbfdf3-ae31-49eb-8012-04cb4d3fc051___NREC_B-Spot-1973_JPG.rf.507e123594c726a9d008514820a9dd0b.jpg,0,1,1,0,1,0,0
Healthy_53572873-8205-48a9-81c0-6a60022c76ce___JR_HL-8550_JPG.rf.c9abeffbe0377246f32fbf526ca6a03f.jpg,0,0,0,0,0,0,0
Healthy_2f9b8f31-1d11-4559-9899-cfe9f92bcc2c___JR_HL-8406_new30degFlipLR_JPG.rf.5afae9b6050ed6f487dd17848cbe940a.jpg,0,0,0,0,0,0,0
K_P_f3fe3173-1b59-404a-b986-133e847f2090___NREC_B-Spot-9054_JPG.rf.850a65f36b1958dff062a9d7478a02ef.jpg,0,1,0,0,1,0,0
Healthy_4652c2fe-d7b7-430a-986b-d63820123cc8___JR_HL-8764_JPG.rf.874dd3f973c7e3f4ed204c1a257f0caa.jpg,0,0,0,0,0,0,0
Healthy_96d849a9-9448-4832-980a-b4b7ec1a32ae___JR_HL-8293_JPG.rf.b956c974ce1d91f1db19ccde83289407.jpg,0,0,0,0,0,0,0
K_Mn_fc3f58b8-c3e1-446e-8e46-316e308aa6aa___JR_B-Spot-3293_180deg_JPG.rf.f2872230e6c668ed9b9c4a47a56cfa2a.jpg,0,1,1,0,0,0,0
Healthy_b1760f24-1c79-4fe6-a26b-b9f5ba7aa1fc___JR_HL-7684_JPG.rf.3cbe630f321a1050e773bd48054a843d.jpg,0,0,0,0,0,0,0
Healthy_4b305da8-ccc7-4c6c-938c-cef12420aaab___JR_HL-5954_JPG.rf.ab4d30c937c9c3aa92aa6f2d7adfcf28.jpg,0,0,0,0,0,0,0
Healthy_d66b5be2-52c2-41f5-bc30-c82b9f4a9bd5___JR_HL-8274_JPG.rf.007acaee98c30207815db121923cd86d.jpg,0,0,0,0,0,0,0
Mn_a1e5160a-2a84-4b52-b765-4fbc507682a8___JR_B-Spot-3266_180deg_JPG.rf.e02bed8ab74886f1b7ae72897bb5ab4f.jpg,0,0,1,0,0,0,0
K_P_0169b9ac-07b9-4be1-8b85-da94481f05a4___NREC_B-Spot-9169_JPG.rf.39ea6020209a624caaf22fbb45df6457.jpg,0,1,0,0,1,0,0
Mn_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B-Spot-3252_JPG.rf.07008f72df01561ca1a881eadfb81f5c.jpg,0,0,1,0,0,0,0
Healthy_5f1f95af-30a1-4ae7-866b-ac6ef015eb4c___JR_HL-8328_JPG.rf.0d38d4a10d0c704bed3e1a46ff13fdde.jpg,0,0,0,0,0,0,0
Healthy_2152dee6-2fd6-48a8-9e3a-a4189484dd12___JR_HL-8720_JPG.rf.bfafeb21847bfa52886444aa40381ac0.jpg,0,0,0,0,0,0,0
K_Mn_7882ce4f-9820-4e9f-978f-ccd7d1c75e16___NREC_B-Spot-1968_JPG.rf.166298a0818e1a25ad9a9dae026ecb8b.jpg,0,1,1,0,0,0,0
S_3a56f122-0d06-45c2-bc2b-0636d42a7545___JR_B-Spot-9088_JPG.rf.d33f134d6a266ba6d8c625236e31c443.jpg,0,0,0,0,0,1,0
K_Mn_b98b517c-c70a-4299-ba3d-857cd61ec4bf___JR_B-Spot-9047_180deg_JPG.rf.26eeeedfe4ddbedc93a9d50dffc155a6.jpg,0,1,1,0,0,0,0
Mn_P_fd674a82-dd98-419b-998c-48e43bfcbf1f___NREC_B-Spot-1900_JPG.rf.39ec39d472a71a489c9268303a00969d.jpg,0,0,1,0,1,0,0
Healthy_df911e7c-0200-4e05-9076-6c40141bcbab___JR_HL-8273_JPG.rf.4460a3870b5f41200ef09a5d8560c98d.jpg,0,0,0,0,0,0,0
Healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL-8247_flipTB_JPG.rf.0660f502b903fc5e70fa5394e2ea9fae.jpg,0,0,0,0,0,0,0
N_z7405998584574_2bcb10abe724d2179770cf4b5146ac7d_jpg.rf.874c6fa192d72a0cdca10543dd8f3fbd.jpg,0,0,0,1,0,0,0
Mn_P_ae645b07-4c93-45d7-9ee6-83cbf1201e8b___NREC_B-Spot-9119_flipTB_JPG.rf.1d9eb92ef1bc8d3d5e4603e2c93911fb.jpg,0,0,1,0,1,0,0
Healthy_55d17ef7-3f98-47a9-83dd-60c83a38902d___JR_HL-7928_JPG.rf.5d8ceeca4ac77e0d15ed54c7fcadf147.jpg,0,0,0,0,0,0,0
K_Mn_P_c5ae280d-bbc4-4ef5-8c09-38a241b8c00d___NREC_B-Spot-9199_JPG.rf.f4113b3d1a72d6de1e5b09b864ff313b.jpg,0,1,1,0,1,0,0
Healthy_dd16947a-3e48-4da4-86c8-44ea14e16991___JR_HL-8252_JPG.rf.11417ad2dbd184bcd4c9c4e38ad03088.jpg,0,0,0,0,0,0,0
K_2d553272-2101-4d56-9819-9f08de938418___NREC_B-Spot-9087_JPG.rf.c75bcc3879f746368b5945a2ff0dcc5f.jpg,0,1,0,0,0,0,0
Mn_P_39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B-Spot-3321_flipTB_JPG.rf.6ed0f92c2fe744ecf9e5522329199a0c.jpg,0,0,1,0,1,0,0
Healthy_03e8ce3f-9bb5-481c-945b-1fa7d5da09e3___JR_HL-7583_flipTB_JPG.rf.e9a644f1ea60661453a7b7f472bfd43b.jpg,0,0,0,0,0,0,0
Healthy_3b5f6152-09c6-4458-8e7a-fb0b1ff43ee8___JR_HL-5851_JPG.rf.7c0bd09315c963ac23c803bbed1e9558.jpg,0,0,0,0,0,0,0
Healthy_a3b07765-0a85-4d9e-937d-c5464c30d0d8___JR_HL-8535_JPG.rf.24a47c431714fc56d8d88155bdda2dd3.jpg,0,0,0,0,0,0,0
Healthy_5ff24f92-0f5c-4702-b467-e4010a88ae54___JR_HL-7560_180deg_JPG.rf.c7e1536496e90c53f91d96a6f8b74eaa.jpg,0,0,0,0,0,0,0
K_Mn_21f7119e-d926-4be3-9ace-d6b26b280e64___JR_B-Spot-8837_JPG.rf.b047592257151227f3c1376bcba77adc.jpg,0,1,1,0,0,0,0
K_Mn_Zn_b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B-Spot-3389_flipTB_JPG.rf.c630cf48aa18a5c3770406863124b9cf.jpg,0,1,1,0,0,0,1
Mn_P_82b9fdcc-3000-46fe-b955-063e77dd5968___JR_B-Spot-3324_JPG.rf.346166f3d16ddaea529b1f3648224345.jpg,0,0,1,0,1,0,0
Healthy_7da6a94b-14ac-4fd8-9a26-33be1c09d411___JR_HL-8789_JPG.rf.5e44844090c38ba4c2893e9c65176bd9.jpg,0,0,0,0,0,0,0
Healthy_f3af7ac3-0b06-4dae-8494-719e65334e3b___JR_HL-8766_JPG.rf.015537e2a198157f92212c29b93e8b62.jpg,0,0,0,0,0,0,0
Healthy_1c159479-4972-41d3-a6ff-fbdb648d72c2___JR_HL-7575_JPG.rf.236cbfab37021f7d4445226160051d30.jpg,0,0,0,0,0,0,0
Mn_S_37e9bf3a-85da-4114-8e69-185498b9a9af___JR_B-Spot-3337_JPG.rf.c70c6370af6ae8468b38131b76949b1f.jpg,0,0,1,0,0,1,0
Healthy_432a3897-5e80-45d6-b795-4fa206a58e26___JR_HL-8595_JPG.rf.15931c4c93ad98fc867b962cbd0971ba.jpg,0,0,0,0,0,0,0
Healthy_3f3b903c-cfeb-4574-8be7-1580296d7c2f___JR_HL-5865_newPixel25_JPG.rf.5166afb0718188a38b16be22e427b3bc.jpg,0,0,0,0,0,0,0
Healthy_5d8fc784-788a-4a21-94e3-a96623a400fc___JR_HL-7915_JPG.rf.6e303393827ce1ea078da650ce45776d.jpg,0,0,0,0,0,0,0
Mn_df68ca05-d886-44af-918d-99fb81d59e94___JR_B-Spot-3270_180deg_JPG.rf.5a398c3ce4a38b45ee22cb91068eb7ad.jpg,0,0,1,0,0,0,0
Mn_d9bc75ea-cbc2-4677-b8f8-8b7181c8292c___JR_B-Spot-8923_flipTB_JPG.rf.a8d5c403b82ce7d88750f11d012ac18f.jpg,0,0,1,0,0,0,0
K_Mn_Zn_9029703b-db1b-4227-bd29-ab05cc53b7ba___NREC_B-Spot-1802_JPG.rf.8290bfc5b87658f68da0f8a9a22d8485.jpg,0,1,1,0,0,0,1
Healthy_d53487cf-1f9c-464a-bf4e-aff3277e85b3___JR_HL-7885_JPG.rf.d503d44b3abd2439f1068dbaefcfa391.jpg,0,0,0,0,0,0,0
Healthy_5f95cd89-5dfd-4b90-8f3a-7aa5a18020fa___JR_HL-8006_newPixel25_JPG.rf.aca44e52ba9a00dff299206b8a8f980e.jpg,0,0,0,0,0,0,0
P_56a3748f-881d-4adb-ab0a-85b5cc6883a9___NREC_B-Spot-9180_JPG.rf.bdd8b917d5b964e060b44f081f4ba5a4.jpg,0,0,0,0,1,0,0
Healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL-8584_newPixel25_JPG.rf.6e2200b8b36791d2aec2cdf2471acc96.jpg,0,0,0,0,0,0,0
K_Mn_ee7addf1-7941-463f-899e-3c38cafea9df___JR_B-Spot-9002_180deg_JPG.rf.c97e41f6bf73316fc8f4a342d013ab74.jpg,0,1,1,0,0,0,0
